Student ID,Student Name,Gender,Age,Department,Year,Semester,Subject,Internal Marks,Assignment Marks,Practical Marks,Theory Marks,Total Marks,Grade,GPA,Attendance Percentage,Pass/Fail Status
S0526,Student 0526,Male,20,Civil,1,4,Machine Learning,28,8,13,22,71,A,6.84,64,Fail
S0527,Student 0527,Female,21,Mechanical,2,7,Data Structures,27,6,12,42,87,A+,8.95,75,Pass
S0528,Student 0528,Female,24,Information Technology,4,4,DBMS,25,8,11,36,80,A+,7.61,74,Fail
S0529,Student 0529,Female,21,Information Technology,2,2,Cloud Computing,26,6,15,48,95,O,9.08,87,Pass
S0530,Student 0530,Male,18,Civil,3,6,Data Structures,30,6,10,26,72,A,7.15,57,Fail
S0531,Student 0531,Male,22,Electronics,1,2,DBMS,25,6,9,36,76,A,7.89,97,Pass
S0532,Student 0532,Male,20,Electronics,2,6,Data Structures,21,8,12,37,78,A,8.13,75,Pass
S0533,Student 0533,Female,20,Computer Science,2,5,Python,18,10,9,26,63,B+,6.12,89,Pass
S0534,Student 0534,Male,21,Computer Science,3,4,Data Structures,19,8,13,37,77,A,7.16,83,Pass
S0535,Student 0535,Female,22,Information Technology,1,7,Python,19,9,14,25,67,B+,6.82,100,Pass
S0536,Student 0536,Male,24,Electronics,3,6,Data Structures,29,10,9,49,97,O,9.78,84,Pass
S0537,Student 0537,Female,20,Mechanical,1,8,DBMS,28,9,15,27,79,A,7.47,69,Fail
S0538,Student 0538,Female,21,Mechanical,2,6,DBMS,25,9,8,22,64,B+,5.94,85,Pass
S0539,Student 0539,Female,22,Computer Science,3,6,Machine Learning,27,7,9,32,75,A,7.86,100,Pass
S0540,Student 0540,Female,21,Information Technology,3,8,Cloud Computing,27,9,11,39,86,A+,8.66,70,Fail
S0541,Student 0541,Male,19,Information Technology,3,4,Mathematics,27,9,14,38,88,A+,8.85,76,Pass
S0542,Student 0542,Male,20,Information Technology,4,2,Machine Learning,27,9,13,37,86,A+,8.99,61,Fail
S0543,Student 0543,Male,19,Mechanical,1,2,Mathematics,27,9,13,35,84,A+,8.59,96,Pass
S0544,Student 0544,Male,19,Computer Science,1,3,Mathematics,20,9,12,32,73,A,7.39,94,Pass
S0545,Student 0545,Female,24,Electronics,3,5,Cloud Computing,29,8,9,38,84,A+,8.53,55,Fail
S0546,Student 0546,Female,18,Computer Science,3,1,DBMS,26,6,8,42,82,A+,8.58,90,Pass
S0547,Student 0547,Female,21,Electronics,1,4,Cloud Computing,29,10,14,40,93,O,9.55,75,Pass
S0548,Student 0548,Male,20,Mechanical,2,3,Cloud Computing,20,7,14,46,87,A+,9.11,78,Pass
S0549,Student 0549,Male,18,Computer Science,2,1,Python,28,6,10,43,87,A+,8.89,86,Pass
S0550,Student 0550,Female,21,Computer Science,4,8,Mathematics,27,9,10,34,80,A+,7.91,87,Pass
S0551,Student 0551,Female,21,Electronics,2,3,Cloud Computing,27,6,15,47,95,O,9.75,70,Fail
S0552,Student 0552,Male,19,Civil,3,1,Python,27,9,13,23,72,A,7.18,92,Pass
S0553,Student 0553,Male,23,Civil,3,8,Machine Learning,19,10,9,27,65,B+,6.66,85,Pass
S0554,Student 0554,Female,21,Civil,3,1,DBMS,26,6,15,34,81,A+,8.59,87,Pass
S0555,Student 0555,Female,22,Electronics,3,5,Data Structures,18,10,12,43,83,A+,8.01,91,Pass
S0556,Student 0556,Male,24,Computer Science,1,5,Mathematics,27,6,12,35,80,A+,7.55,60,Fail
S0557,Student 0557,Male,23,Electronics,3,3,Machine Learning,22,8,12,20,62,B+,6.32,62,Fail
S0558,Student 0558,Female,18,Mechanical,3,3,DBMS,30,7,15,25,77,A,8.13,88,Pass
S0559,Student 0559,Male,19,Computer Science,2,8,Cloud Computing,30,9,11,41,91,O,9.37,83,Pass
S0560,Student 0560,Female,21,Civil,3,1,Mathematics,22,6,8,25,61,B+,5.98,84,Pass
S0561,Student 0561,Female,18,Civil,2,7,Mathematics,29,9,15,28,81,A+,8.14,64,Fail
S0562,Student 0562,Female,22,Electronics,4,7,Mathematics,23,10,8,23,64,B+,6.56,89,Pass
S0563,Student 0563,Male,23,Electronics,3,5,DBMS,30,6,12,40,88,A+,8.67,92,Pass
S0564,Student 0564,Male,18,Civil,2,6,Mathematics,29,7,13,37,86,A+,8.81,55,Fail
S0565,Student 0565,Male,18,Mechanical,1,2,Mathematics,25,8,11,43,87,A+,8.4,73,Fail
S0566,Student 0566,Male,21,Civil,1,1,Machine Learning,28,7,9,42,86,A+,8.1,62,Fail
S0567,Student 0567,Female,20,Civil,2,2,Mathematics,20,8,12,34,74,A,7.92,97,Pass
S0568,Student 0568,Female,18,Mechanical,3,5,Data Structures,30,6,12,44,92,O,9.06,58,Fail
S0569,Student 0569,Female,18,Electronics,3,3,Cloud Computing,19,9,11,39,78,A,7.41,80,Pass
S0570,Student 0570,Male,18,Computer Science,4,4,Machine Learning,28,6,15,42,91,O,8.62,71,Fail
S0571,Student 0571,Female,19,Civil,3,8,Python,25,7,8,49,89,A+,9.1,57,Fail
S0572,Student 0572,Male,22,Electronics,4,1,Machine Learning,29,9,15,33,86,A+,9.01,80,Pass
S0573,Student 0573,Female,20,Computer Science,1,7,Mathematics,30,9,9,38,86,A+,9.12,89,Pass
S0574,Student 0574,Female,24,Electronics,4,1,Mathematics,28,6,13,37,84,A+,7.9,76,Pass
S0575,Student 0575,Male,23,Electronics,2,3,Machine Learning,18,9,11,29,67,B+,6.57,99,Pass
S0576,Student 0576,Male,21,Electronics,4,2,Mathematics,25,7,10,21,63,B+,5.73,67,Fail
S0577,Student 0577,Male,21,Mechanical,1,5,Cloud Computing,26,9,8,21,64,B+,5.87,76,Pass
S0578,Student 0578,Male,21,Information Technology,2,8,Mathematics,26,7,11,49,93,O,8.74,59,Fail
S0579,Student 0579,Female,24,Information Technology,4,1,Data Structures,29,7,8,25,69,B+,6.36,95,Pass
S0580,Student 0580,Male,18,Information Technology,4,3,Machine Learning,19,6,9,35,69,B+,7.26,93,Pass
S0581,Student 0581,Male,20,Computer Science,4,6,Mathematics,28,9,13,23,73,A,7.39,98,Pass
S0582,Student 0582,Female,22,Computer Science,1,3,DBMS,19,6,12,24,61,B+,5.7,81,Pass
S0583,Student 0583,Male,18,Computer Science,4,4,Machine Learning,18,7,9,45,79,A,8.03,95,Pass
S0584,Student 0584,Female,23,Mechanical,1,1,Python,20,6,12,33,71,A,7.47,99,Pass
S0585,Student 0585,Male,22,Computer Science,2,3,Mathematics,22,10,15,33,80,A+,8.53,70,Fail
S0586,Student 0586,Male,18,Computer Science,4,2,Mathematics,30,8,13,33,84,A+,8.47,55,Fail
S0587,Student 0587,Female,18,Civil,1,6,Machine Learning,26,7,15,44,92,O,9.39,95,Pass
S0588,Student 0588,Male,23,Computer Science,1,3,Mathematics,25,9,10,25,69,B+,7.41,97,Pass
S0589,Student 0589,Male,19,Electronics,3,4,Cloud Computing,22,8,15,21,66,B+,6.89,61,Fail
S0590,Student 0590,Female,19,Information Technology,4,2,Python,21,9,13,33,76,A,7.9,67,Fail
S0591,Student 0591,Female,18,Information Technology,3,4,Python,21,9,11,32,73,A,6.79,69,Fail
S0592,Student 0592,Male,23,Mechanical,2,4,Machine Learning,25,7,14,31,77,A,7.65,63,Fail
S0593,Student 0593,Female,21,Electronics,3,4,DBMS,20,6,8,28,62,B+,5.73,63,Fail
S0594,Student 0594,Male,22,Mechanical,2,6,Data Structures,22,10,10,45,87,A+,9.24,95,Pass
S0595,Student 0595,Female,18,Civil,2,2,Cloud Computing,26,9,11,38,84,A+,8.8,85,Pass
S0596,Student 0596,Male,21,Mechanical,2,4,DBMS,24,10,11,48,93,O,9.84,92,Pass
S0597,Student 0597,Male,21,Information Technology,1,8,Mathematics,30,10,8,33,81,A+,7.97,88,Pass
S0598,Student 0598,Female,19,Mechanical,2,2,Machine Learning,30,6,14,50,100,O,9.56,68,Fail
S0599,Student 0599,Male,21,Information Technology,1,8,Mathematics,22,7,15,47,91,O,9.4,91,Pass
S0600,Student 0600,Male,21,Mechanical,2,7,Data Structures,30,8,15,42,95,O,8.9,95,Pass
S0601,Student 0601,Female,23,Electronics,1,5,Cloud Computing,30,8,11,45,94,O,8.9,98,Pass
S0602,Student 0602,Male,23,Information Technology,3,1,Python,24,8,15,39,86,A+,8.44,57,Fail
S0603,Student 0603,Male,24,Civil,1,4,Data Structures,23,7,9,40,79,A,8.18,85,Pass
S0604,Student 0604,Female,21,Computer Science,3,6,DBMS,26,9,12,21,68,B+,6.65,59,Fail
S0605,Student 0605,Male,19,Civil,1,8,Mathematics,26,10,12,34,82,A+,8.04,94,Pass
S0606,Student 0606,Male,21,Mechanical,1,2,Cloud Computing,20,8,9,23,60,B+,5.73,65,Fail
S0607,Student 0607,Male,20,Computer Science,2,1,DBMS,24,10,10,35,79,A,7.8,77,Pass
S0608,Student 0608,Female,21,Computer Science,1,1,Data Structures,26,8,14,38,86,A+,8.79,76,Pass
S0609,Student 0609,Female,20,Civil,4,8,DBMS,27,7,12,25,71,A,6.77,71,Fail
S0610,Student 0610,Male,24,Information Technology,2,6,DBMS,25,7,10,42,84,A+,8.14,89,Pass
S0611,Student 0611,Male,22,Computer Science,2,4,Python,18,8,10,34,70,A,6.84,71,Fail
S0612,Student 0612,Male,21,Information Technology,3,6,Data Structures,23,9,10,37,79,A,7.45,74,Fail
S0613,Student 0613,Female,24,Mechanical,2,8,DBMS,20,6,13,40,79,A,7.65,100,Pass
S0614,Student 0614,Male,20,Civil,2,8,DBMS,29,6,15,48,98,O,9.37,57,Fail
S0615,Student 0615,Male,24,Information Technology,4,4,Cloud Computing,23,6,13,21,63,B+,6.47,93,Pass
S0616,Student 0616,Female,22,Electronics,2,1,Python,26,9,9,36,80,A+,7.63,80,Pass
S0617,Student 0617,Female,20,Civil,1,6,Cloud Computing,20,9,13,32,74,A,6.81,78,Pass
S0618,Student 0618,Female,23,Electronics,4,2,Data Structures,29,9,14,45,97,O,9.45,83,Pass
S0619,Student 0619,Male,22,Mechanical,2,2,Data Structures,21,8,15,47,91,O,9.68,88,Pass
S0620,Student 0620,Male,19,Mechanical,1,1,Cloud Computing,28,8,14,25,75,A,7.45,90,Pass
S0621,Student 0621,Female,19,Computer Science,4,5,Machine Learning,25,6,12,46,89,A+,8.66,92,Pass
S0622,Student 0622,Female,19,Information Technology,1,3,DBMS,22,9,9,40,80,A+,8.47,97,Pass
S0623,Student 0623,Female,22,Mechanical,2,1,Python,30,8,15,22,75,A,7.79,93,Pass
S0624,Student 0624,Male,19,Mechanical,3,8,Mathematics,19,8,8,47,82,A+,7.8,71,Fail
S0625,Student 0625,Female,18,Electronics,4,3,DBMS,20,6,12,31,69,B+,7.06,81,Pass
S0626,Student 0626,Female,24,Electronics,3,2,Machine Learning,21,7,9,39,76,A,7.65,65,Fail
S0627,Student 0627,Female,20,Electronics,3,6,Python,26,10,13,46,95,O,8.92,64,Fail
S0628,Student 0628,Male,21,Mechanical,4,6,Data Structures,19,7,10,36,72,A,7.6,69,Fail
S0629,Student 0629,Female,22,Mechanical,1,2,Data Structures,18,9,13,29,69,B+,6.74,99,Pass
S0630,Student 0630,Male,23,Civil,3,3,Mathematics,22,6,9,27,64,B+,6.83,63,Fail
S0631,Student 0631,Female,24,Computer Science,3,3,Data Structures,20,6,14,42,82,A+,7.69,62,Fail
S0632,Student 0632,Male,18,Mechanical,1,4,Python,18,10,8,35,71,A,7.59,62,Fail
S0633,Student 0633,Male,19,Electronics,1,2,Python,27,7,11,25,70,A,6.82,97,Pass
S0634,Student 0634,Male,22,Electronics,3,6,Data Structures,26,10,11,36,83,A+,7.78,91,Pass
S0635,Student 0635,Female,20,Computer Science,2,5,Data Structures,30,10,8,43,91,O,9.61,61,Fail
S0636,Student 0636,Male,21,Civil,2,8,Mathematics,19,7,13,32,71,A,6.76,82,Pass
S0637,Student 0637,Male,18,Information Technology,3,2,Cloud Computing,19,10,10,35,74,A,7.65,78,Pass
S0638,Student 0638,Female,20,Electronics,4,2,Cloud Computing,22,9,12,41,84,A+,8.07,83,Pass
S0639,Student 0639,Male,21,Mechanical,2,2,Cloud Computing,28,8,10,20,66,B+,6.59,98,Pass
S0640,Student 0640,Male,20,Mechanical,1,2,Data Structures,24,9,9,43,85,A+,7.98,65,Fail
S0641,Student 0641,Female,24,Computer Science,4,2,Data Structures,24,9,12,44,89,A+,9.22,100,Pass
S0642,Student 0642,Female,18,Mechanical,3,8,Mathematics,27,9,15,36,87,A+,8.28,72,Fail
S0643,Student 0643,Female,23,Information Technology,3,8,Cloud Computing,21,7,8,23,59,B,6.3,58,Fail
S0644,Student 0644,Male,23,Information Technology,2,7,Machine Learning,28,8,10,29,75,A,7.65,94,Pass
S0645,Student 0645,Male,24,Civil,4,8,Data Structures,22,9,15,36,82,A+,8.25,71,Fail
S0646,Student 0646,Male,22,Information Technology,4,2,Cloud Computing,25,8,14,34,81,A+,7.54,84,Pass
S0647,Student 0647,Female,23,Electronics,2,8,Cloud Computing,20,8,14,35,77,A,7.78,62,Fail
S0648,Student 0648,Female,22,Civil,4,8,Machine Learning,20,10,8,32,70,A,6.99,71,Fail
S0649,Student 0649,Male,24,Electronics,3,6,Python,18,10,8,24,60,B+,5.82,78,Pass
S0650,Student 0650,Male,19,Electronics,4,2,Cloud Computing,23,8,14,31,76,A,7.79,58,Fail
S0651,Student 0651,Female,23,Electronics,1,2,DBMS,19,8,10,20,57,B,5.49,89,Pass
S0652,Student 0652,Female,22,Mechanical,4,5,Python,29,9,8,30,76,A,7.68,79,Pass
S0653,Student 0653,Female,19,Information Technology,4,2,Mathematics,28,7,13,35,83,A+,8.67,87,Pass
S0654,Student 0654,Female,18,Civil,3,6,Cloud Computing,21,9,9,46,85,A+,8.16,89,Pass
S0655,Student 0655,Female,21,Electronics,4,4,Machine Learning,29,6,9,38,82,A+,7.93,76,Pass
S0656,Student 0656,Male,21,Computer Science,3,2,Mathematics,22,10,12,33,77,A,7.75,97,Pass
S0657,Student 0657,Male,22,Mechanical,3,8,Mathematics,30,10,10,48,98,O,9.95,56,Fail
S0658,Student 0658,Male,22,Mechanical,2,8,DBMS,28,10,14,49,100,O,10,91,Pass
S0659,Student 0659,Male,23,Computer Science,3,8,Data Structures,21,7,12,47,87,A+,8.59,82,Pass
S0660,Student 0660,Male,18,Computer Science,4,5,DBMS,28,7,12,41,88,A+,8.48,93,Pass
S0661,Student 0661,Female,23,Computer Science,2,1,Data Structures,30,8,15,35,88,A+,9.39,90,Pass
S0662,Student 0662,Male,23,Information Technology,2,3,DBMS,20,6,12,45,83,A+,8.49,72,Fail
S0663,Student 0663,Female,20,Information Technology,4,1,Python,19,8,12,47,86,A+,9.08,59,Fail
S0664,Student 0664,Female,21,Information Technology,4,3,Data Structures,19,10,9,36,74,A,7.79,97,Pass
S0665,Student 0665,Male,19,Information Technology,2,2,DBMS,23,10,14,45,92,O,9.72,70,Fail
S0666,Student 0666,Female,23,Information Technology,2,4,DBMS,25,9,12,47,93,O,8.77,92,Pass
S0667,Student 0667,Female,24,Information Technology,3,7,Cloud Computing,28,7,12,48,95,O,9.34,64,Fail
S0668,Student 0668,Female,24,Electronics,1,1,Mathematics,28,6,11,28,73,A,7.16,90,Pass
S0669,Student 0669,Male,20,Information Technology,2,8,Cloud Computing,18,9,12,29,68,B+,7.32,60,Fail
S0670,Student 0670,Female,21,Computer Science,2,8,Mathematics,23,9,8,28,68,B+,7.19,60,Fail
S0671,Student 0671,Female,21,Mechanical,3,7,Python,20,8,9,31,68,B+,6.92,81,Pass
S0672,Student 0672,Female,22,Information Technology,1,3,Mathematics,25,7,8,32,72,A,7.35,67,Fail
S0673,Student 0673,Male,20,Information Technology,1,3,Data Structures,26,7,14,45,92,O,9.14,75,Pass
S0674,Student 0674,Male,18,Computer Science,3,5,Data Structures,19,9,13,25,66,B+,7.05,80,Pass
S0675,Student 0675,Female,19,Information Technology,2,2,Cloud Computing,21,8,10,21,60,B+,6.14,80,Pass
S0676,Student 0676,Female,18,Information Technology,3,3,Machine Learning,19,6,14,44,83,A+,8.69,84,Pass
S0677,Student 0677,Male,24,Computer Science,2,4,DBMS,22,9,14,24,69,B+,7.33,82,Pass
S0678,Student 0678,Female,19,Electronics,2,7,Data Structures,24,7,8,29,68,B+,6.48,71,Fail
S0679,Student 0679,Female,23,Electronics,4,2,Python,25,7,13,42,87,A+,8.92,80,Pass
S0680,Student 0680,Female,22,Mechanical,3,2,Python,26,6,8,30,70,A,6.97,70,Fail
S0681,Student 0681,Male,22,Civil,1,1,DBMS,26,10,14,29,79,A,8.11,80,Pass
S0682,Student 0682,Female,23,Information Technology,2,5,Data Structures,26,9,13,48,96,O,9.16,84,Pass
S0683,Student 0683,Female,23,Civil,4,3,DBMS,19,8,8,24,59,B,6.35,86,Pass
S0684,Student 0684,Female,24,Electronics,4,5,DBMS,27,8,13,33,81,A+,7.88,65,Fail
S0685,Student 0685,Male,23,Computer Science,4,1,Data Structures,20,6,11,25,62,B+,6.16,57,Fail
S0686,Student 0686,Female,18,Mechanical,4,2,Cloud Computing,18,9,13,42,82,A+,8.18,90,Pass
S0687,Student 0687,Female,22,Computer Science,1,6,Python,21,8,10,46,85,A+,8.8,65,Fail
S0688,Student 0688,Female,23,Civil,2,1,Machine Learning,30,10,10,33,83,A+,8.0,59,Fail
S0689,Student 0689,Male,24,Information Technology,3,1,DBMS,28,6,14,31,79,A,8.41,92,Pass
S0690,Student 0690,Male,20,Electronics,2,1,Python,25,9,15,40,89,A+,9.01,72,Fail
S0691,Student 0691,Female,20,Information Technology,4,6,Mathematics,29,10,10,26,75,A,7.86,58,Fail
S0692,Student 0692,Male,19,Information Technology,1,7,Python,24,8,10,27,69,B+,6.41,80,Pass
S0693,Student 0693,Female,23,Mechanical,4,5,Mathematics,30,7,9,29,75,A,7.86,86,Pass
S0694,Student 0694,Female,20,Civil,2,6,Mathematics,19,8,11,35,73,A,7.76,83,Pass
S0695,Student 0695,Male,22,Civil,4,2,Cloud Computing,30,8,10,33,81,A+,8.01,95,Pass
S0696,Student 0696,Male,20,Electronics,4,4,Mathematics,28,7,15,36,86,A+,8.78,95,Pass
S0697,Student 0697,Female,20,Mechanical,4,2,Cloud Computing,22,7,10,41,80,A+,8.41,74,Fail
S0698,Student 0698,Female,20,Civil,1,2,Python,26,6,14,33,79,A,7.86,61,Fail
S0699,Student 0699,Male,18,Electronics,1,1,Python,29,9,10,45,93,O,9.71,66,Fail
S0700,Student 0700,Male,19,Mechanical,3,6,Machine Learning,29,9,15,39,92,O,9.01,71,Fail
S0701,Student 0701,Male,23,Computer Science,1,5,Mathematics,19,9,8,20,56,B,5.14,80,Pass
S0702,Student 0702,Female,23,Mechanical,4,7,Mathematics,29,10,15,29,83,A+,8.68,94,Pass
S0703,Student 0703,Male,24,Mechanical,3,2,Data Structures,20,6,11,23,60,B+,6.24,56,Fail
S0704,Student 0704,Male,18,Information Technology,2,8,Mathematics,20,7,14,46,87,A+,9.13,95,Pass
S0705,Student 0705,Female,21,Electronics,4,3,Cloud Computing,24,6,9,25,64,B+,6.69,64,Fail
S0706,Student 0706,Male,18,Mechanical,1,8,Machine Learning,21,7,12,38,78,A,7.26,80,Pass
S0707,Student 0707,Female,19,Mechanical,4,8,Mathematics,27,10,12,21,70,A,6.88,86,Pass
S0708,Student 0708,Female,18,Information Technology,1,7,Machine Learning,23,10,9,28,70,A,6.9,96,Pass
S0709,Student 0709,Female,19,Mechanical,3,8,Mathematics,24,6,10,29,69,B+,6.86,67,Fail
S0710,Student 0710,Female,21,Civil,2,6,Machine Learning,29,9,10,48,96,O,9.87,73,Fail
S0711,Student 0711,Male,19,Electronics,4,3,Machine Learning,21,8,9,41,79,A,7.45,85,Pass
S0712,Student 0712,Male,20,Civil,4,2,Cloud Computing,25,8,11,26,70,A,6.46,90,Pass
S0713,Student 0713,Male,18,Electronics,3,3,Data Structures,26,6,9,30,71,A,6.64,82,Pass
S0714,Student 0714,Male,24,Civil,2,8,DBMS,23,8,8,44,83,A+,8.02,90,Pass
S0715,Student 0715,Male,24,Civil,1,1,Cloud Computing,30,9,9,23,71,A,7.23,94,Pass
S0716,Student 0716,Female,23,Civil,1,2,Data Structures,28,6,11,49,94,O,8.99,78,Pass
S0717,Student 0717,Male,21,Mechanical,4,2,Data Structures,28,8,13,46,95,O,9.05,63,Fail
S0718,Student 0718,Female,20,Mechanical,1,4,Cloud Computing,23,8,10,22,63,B+,6.15,72,Fail
S0719,Student 0719,Female,18,Computer Science,2,7,Data Structures,20,9,14,49,92,O,9.68,81,Pass
S0720,Student 0720,Male,21,Mechanical,2,1,Mathematics,30,10,9,22,71,A,6.88,76,Pass
S0721,Student 0721,Female,21,Information Technology,4,1,Mathematics,28,7,8,40,83,A+,8.66,100,Pass
S0722,Student 0722,Male,22,Mechanical,3,6,DBMS,18,8,10,42,78,A,7.74,80,Pass
S0723,Student 0723,Female,23,Civil,4,6,Mathematics,24,7,12,22,65,B+,6.54,57,Fail
S0724,Student 0724,Male,18,Computer Science,3,4,Python,26,10,12,36,84,A+,8.71,76,Pass
S0725,Student 0725,Female,23,Information Technology,3,4,DBMS,29,9,9,43,90,O,9.41,58,Fail
S0726,Student 0726,Female,20,Civil,3,2,Python,30,6,15,29,80,A+,8.28,91,Pass
S0727,Student 0727,Male,18,Computer Science,2,6,DBMS,22,10,10,42,84,A+,8.42,79,Pass
S0728,Student 0728,Male,21,Electronics,2,6,Cloud Computing,19,7,14,46,86,A+,8.1,81,Pass
S0729,Student 0729,Female,24,Computer Science,4,4,Cloud Computing,19,8,14,38,79,A,7.92,90,Pass
S0730,Student 0730,Male,21,Electronics,4,7,Cloud Computing,29,9,14,46,98,O,9.37,65,Fail
S0731,Student 0731,Female,18,Mechanical,2,2,Mathematics,21,9,15,21,66,B+,7.13,65,Fail
S0732,Student 0732,Female,20,Civil,4,2,Python,23,10,12,21,66,B+,6.18,88,Pass
S0733,Student 0733,Female,20,Electronics,3,5,Cloud Computing,18,7,10,45,80,A+,7.91,92,Pass
S0734,Student 0734,Female,22,Computer Science,2,8,Python,19,10,13,22,64,B+,6.3,57,Fail
S0735,Student 0735,Female,24,Mechanical,3,7,Cloud Computing,29,10,10,44,93,O,9.31,63,Fail
S0736,Student 0736,Female,22,Mechanical,4,3,Mathematics,23,6,14,32,75,A,7.98,69,Fail
S0737,Student 0737,Female,22,Information Technology,4,5,Mathematics,19,7,8,38,72,A,7.56,95,Pass
S0738,Student 0738,Female,22,Information Technology,1,4,Machine Learning,26,10,8,50,94,O,9.43,91,Pass
S0739,Student 0739,Female,18,Information Technology,1,3,Python,22,7,11,46,86,A+,9.01,100,Pass
S0740,Student 0740,Male,24,Civil,3,7,Machine Learning,18,9,8,30,65,B+,6.12,82,Pass
S0741,Student 0741,Male,20,Civil,3,7,DBMS,19,6,9,37,71,A,6.84,65,Fail
S0742,Student 0742,Male,20,Information Technology,2,5,Cloud Computing,28,7,8,39,82,A+,7.82,75,Pass
S0743,Student 0743,Male,24,Mechanical,1,6,Data Structures,24,8,12,32,76,A,7.06,62,Fail
S0744,Student 0744,Female,21,Civil,2,8,Machine Learning,30,10,14,50,100,O,9.72,62,Fail
S0745,Student 0745,Male,19,Civil,4,2,Cloud Computing,18,9,11,49,87,A+,8.42,56,Fail
S0746,Student 0746,Male,20,Civil,2,5,Machine Learning,24,9,9,47,89,A+,8.9,95,Pass
S0747,Student 0747,Female,23,Civil,2,4,Machine Learning,24,10,15,21,70,A,7.38,55,Fail
S0748,Student 0748,Female,24,Computer Science,1,1,Cloud Computing,22,10,12,46,90,O,8.86,98,Pass
S0749,Student 0749,Male,24,Computer Science,3,1,Data Structures,29,10,9,29,77,A,7.57,60,Fail
S0750,Student 0750,Female,24,Computer Science,3,7,Data Structures,27,10,13,48,98,O,10,98,Pass
S0751,Student 0751,Male,23,Mechanical,3,4,Mathematics,23,8,11,34,76,A,7.39,93,Pass
S0752,Student 0752,Female,22,Information Technology,4,1,Python,28,7,14,37,86,A+,8.84,99,Pass
S0753,Student 0753,Female,21,Information Technology,1,1,Mathematics,25,6,13,46,90,O,9.39,79,Pass
S0754,Student 0754,Female,23,Computer Science,1,2,Cloud Computing,23,7,15,20,65,B+,6.79,69,Fail
S0755,Student 0755,Male,20,Electronics,2,2,Machine Learning,28,8,11,27,74,A,7.96,86,Pass
S0756,Student 0756,Female,19,Mechanical,2,1,Data Structures,28,9,9,47,93,O,9.38,72,Fail
S0757,Student 0757,Male,22,Civil,2,3,Python,27,7,9,24,67,B+,7.22,71,Fail
S0758,Student 0758,Male,21,Electronics,2,1,Mathematics,28,10,12,41,91,O,9.56,90,Pass
S0759,Student 0759,Male,23,Information Technology,3,7,Cloud Computing,22,6,15,35,78,A,7.82,78,Pass
S0760,Student 0760,Male,22,Computer Science,1,5,Cloud Computing,26,9,13,20,68,B+,6.43,80,Pass
S0761,Student 0761,Male,18,Information Technology,2,7,Python,21,7,10,30,68,B+,6.28,74,Fail
S0762,Student 0762,Female,24,Mechanical,4,1,Machine Learning,30,8,12,27,77,A,7.67,61,Fail
S0763,Student 0763,Male,18,Information Technology,3,4,Python,30,10,15,44,99,O,10,61,Fail
S0764,Student 0764,Female,18,Information Technology,1,7,DBMS,29,6,10,21,66,B+,6.07,83,Pass
S0765,Student 0765,Male,21,Information Technology,1,1,DBMS,24,9,9,39,81,A+,7.78,81,Pass
S0766,Student 0766,Female,22,Mechanical,4,7,Machine Learning,27,6,13,40,86,A+,8.94,98,Pass
S0767,Student 0767,Male,23,Electronics,2,2,Python,18,10,9,38,75,A,7.99,67,Fail
S0768,Student 0768,Male,18,Civil,3,6,Cloud Computing,25,10,15,25,75,A,7.07,70,Fail
S0769,Student 0769,Male,21,Computer Science,3,7,Machine Learning,28,8,12,38,86,A+,8.93,89,Pass
S0770,Student 0770,Male,21,Electronics,3,5,DBMS,18,10,10,21,59,B,5.91,70,Fail
S0771,Student 0771,Female,22,Electronics,2,4,Mathematics,21,6,13,26,66,B+,6.57,97,Pass
S0772,Student 0772,Male,23,Electronics,3,5,Cloud Computing,23,7,9,34,73,A,7.3,57,Fail
S0773,Student 0773,Female,19,Computer Science,2,8,Machine Learning,21,7,15,43,86,A+,8.97,76,Pass
S0774,Student 0774,Female,21,Mechanical,2,1,DBMS,18,6,13,20,57,B,5.24,90,Pass
S0775,Student 0775,Male,20,Computer Science,3,1,Python,21,7,12,25,65,B+,6.96,69,Fail
S0776,Student 0776,Male,21,Civil,2,3,Data Structures,18,7,12,49,86,A+,8.03,61,Fail
S0777,Student 0777,Female,23,Information Technology,3,4,DBMS,25,7,13,45,90,O,9.19,78,Pass
S0778,Student 0778,Female,22,Information Technology,1,3,Data Structures,30,7,11,37,85,A+,8.73,79,Pass
S0779,Student 0779,Male,23,Mechanical,2,1,Machine Learning,27,7,12,45,91,O,8.89,64,Fail
S0780,Student 0780,Male,22,Electronics,2,8,Data Structures,29,6,15,45,95,O,9.64,97,Pass
S0781,Student 0781,Female,23,Mechanical,3,8,Machine Learning,25,7,13,42,87,A+,8.73,78,Pass
S0782,Student 0782,Female,24,Mechanical,4,5,Machine Learning,24,10,8,26,68,B+,7.27,69,Fail
S0783,Student 0783,Male,19,Computer Science,4,4,DBMS,24,9,10,49,92,O,8.91,78,Pass
S0784,Student 0784,Female,21,Information Technology,3,8,Machine Learning,23,7,8,34,72,A,7.35,87,Pass
S0785,Student 0785,Female,19,Mechanical,4,7,DBMS,30,9,13,28,80,A+,7.43,79,Pass
S0786,Student 0786,Male,18,Electronics,1,6,Python,22,10,9,45,86,A+,9.11,72,Fail
S0787,Student 0787,Female,19,Information Technology,3,1,Machine Learning,21,8,11,41,81,A+,7.8,76,Pass
S0788,Student 0788,Female,21,Civil,2,5,Python,30,8,12,46,96,O,9.94,77,Pass
